name;surname;date;hours_amount
Przemyslaw;Romanowski;16-08-2022;0
Przemyslaw;Romanowski;17-08-2022;5,75
Aleksander;Urbanski;17-08-2022;0
Przemyslaw;Romanowski;17-08-2022;5,75
Aleksander;Urbanski;17-08-2022;0
Przemyslaw;Romanowski;17-08-2022;5,75
Antoni;Niewiadomski;18-08-2022;2,5
Antoni;Niewiadomski;18-08-2022;2,5
Jacek;Romanowski;18-08-2022;0
Jacek;Romanowski;18-08-2022;0
Aleksander;Urbanski;18-08-2022;0,5
Przemyslaw;Romanowski;19-08-2022;1
Adam;Kaczmarek;19-08-2022;1
Przemyslaw;Romanowski;19-08-2022;1
Kazimierz;Szczepanski;19-08-2022;3
Aleksander;Urbanski;20-08-2022;3
Jacek;Romanowski;20-08-2022;4
Jacek;Romanowski;20-08-2022;4
Jacek;Romanowski;20-08-2022;4
Antoni;Niewiadomski;20-08-2022;4,5
Adam;Kaczmarek;21-08-2022;2
Adam;Kaczmarek;21-08-2022;2
Antoni;Niewiadomski;21-08-2022;0
Adam;Kaczmarek;21-08-2022;2
Aleksander;Urbanski;21-08-2022;2,5
Jacek;Romanowski;22-08-2022;5
Jacek;Romanowski;22-08-2022;5
Aleksander;Urbanski;22-08-2022;1
Juliusz;Krol;22-08-2022;0
Jacek;Romanowski;23-08-2022;3,5
Juliusz;Krol;23-08-2022;2
Kazimierz;Szczepanski;23-08-2022;0
Jacek;Romanowski;23-08-2022;3,5
Juliusz;Krol;24-08-2022;3
Jacek;Romanowski;24-08-2022;4
Jacek;Romanowski;24-08-2022;4
Aleksander;Urbanski;24-08-2022;0
Kazimierz;Szczepanski;25-08-2022;1,75
Antoni;Niewiadomski;25-08-2022;2
Adam;Kaczmarek;25-08-2022;2
Szymon;Nowakowski;25-08-2022;3
Jacek;Romanowski;26-08-2022;2,75
Juliusz;Krol;26-08-2022;2
Jacek;Romanowski;26-08-2022;2,75
Szymon;Nowakowski;26-08-2022;1
Aleksander;Urbanski;27-08-2022;4
Aleksander;Urbanski;27-08-2022;4
Kazimierz;Szczepanski;27-08-2022;2
Kazimierz;Szczepanski;27-08-2022;2
Przemyslaw;Romanowski;28-08-2022;0,25
Antoni;Niewiadomski;28-08-2022;0,5
Adam;Kaczmarek;28-08-2022;1,5
Juliusz;Krol;28-08-2022;0
Kazimierz;Szczepanski;28-08-2022;0
Kazimierz;Szczepanski;29-08-2022;2,5
Szymon;Nowakowski;29-08-2022;1
Jacek;Romanowski;29-08-2022;3
Przemyslaw;Romanowski;29-08-2022;0
Kazimierz;Szczepanski;30-08-2022;0,5
Aleksander;Urbanski;30-08-2022;3
Jacek;Romanowski;30-08-2022;2
Juliusz;Krol;30-08-2022;2,5
Przemyslaw;Romanowski;30-08-2022;0
Szymon;Nowakowski;31-08-2022;2
Adam;Kaczmarek;31-08-2022;2,5
Aleksander;Urbanski;31-08-2022;1
Juliusz;Krol;31-08-2022;0
Antoni;Niewiadomski;01-09-2022;2,5
Kazimierz;Szczepanski;01-09-2022;3
Kazimierz;Szczepanski;01-09-2022;3
Juliusz;Krol;01-09-2022;2
Adam;Kaczmarek;01-09-2022;2
Przemyslaw;Romanowski;01-09-2022;1,5
Szymon;Nowakowski;02-09-2022;2,5
Jacek;Romanowski;02-09-2022;4
Jacek;Romanowski;02-09-2022;4
Aleksander;Urbanski;02-09-2022;0
Antoni;Niewiadomski;02-09-2022;1
Jacek;Romanowski;02-09-2022;4
Kazimierz;Szczepanski;03-09-2022;4
Jacek;Romanowski;03-09-2022;3
Jacek;Romanowski;03-09-2022;3
Juliusz;Krol;03-09-2022;1
Adam;Kaczmarek;03-09-2022;1
Kazimierz;Szczepanski;03-09-2022;4
Aleksander;Urbanski;04-09-2022;1,5
Antoni;Niewiadomski;04-09-2022;3
Antoni;Niewiadomski;04-09-2022;3
Przemyslaw;Romanowski;04-09-2022;1,5
Antoni;Niewiadomski;04-09-2022;3
Jacek;Romanowski;04-09-2022;1,5
Kazimierz;Szczepanski;05-09-2022;3,5
Adam;Kaczmarek;05-09-2022;2
Antoni;Niewiadomski;05-09-2022;1
Przemyslaw;Romanowski;05-09-2022;2
Kazimierz;Szczepanski;05-09-2022;3,5
Jacek;Romanowski;06-09-2022;2,5
Aleksander;Urbanski;06-09-2022;4,5
Adam;Kaczmarek;06-09-2022;0
Przemyslaw;Romanowski;06-09-2022;0
Aleksander;Urbanski;06-09-2022;4,5
Aleksander;Urbanski;07-09-2022;6,5
Antoni;Niewiadomski;07-09-2022;0
Przemyslaw;Romanowski;07-09-2022;0,5
Antoni;Niewiadomski;07-09-2022;0
Aleksander;Urbanski;07-09-2022;6,5
Jacek;Romanowski;08-09-2022;3
Jacek;Romanowski;08-09-2022;3
Antoni;Niewiadomski;08-09-2022;4
Antoni;Niewiadomski;08-09-2022;4
Szymon;Nowakowski;08-09-2022;4,5
Antoni;Niewiadomski;08-09-2022;4
Antoni;Niewiadomski;09-09-2022;0
Juliusz;Krol;09-09-2022;4
Przemyslaw;Romanowski;09-09-2022;0,5
Juliusz;Krol;09-09-2022;4
Jacek;Romanowski;09-09-2022;4
Juliusz;Krol;09-09-2022;4
Szymon;Nowakowski;10-09-2022;0
Juliusz;Krol;10-09-2022;0,5
Adam;Kaczmarek;10-09-2022;3
Jacek;Romanowski;10-09-2022;0,5
Aleksander;Urbanski;11-09-2022;0
Adam;Kaczmarek;11-09-2022;0
Juliusz;Krol;11-09-2022;0
Jacek;Romanowski;11-09-2022;0
Przemyslaw;Romanowski;11-09-2022;1,5
Przemyslaw;Romanowski;11-09-2022;1,5
Kazimierz;Szczepanski;12-09-2022;2
Adam;Kaczmarek;12-09-2022;0
Antoni;Niewiadomski;12-09-2022;1
Kazimierz;Szczepanski;12-09-2022;2
Przemyslaw;Romanowski;13-09-2022;1
Juliusz;Krol;13-09-2022;2
Aleksander;Urbanski;13-09-2022;0
Adam;Kaczmarek;13-09-2022;0
Jacek;Romanowski;13-09-2022;2,5
Juliusz;Krol;13-09-2022;2
Adam;Kaczmarek;14-09-2022;2
Szymon;Nowakowski;14-09-2022;1,5
Kazimierz;Szczepanski;14-09-2022;1
Przemyslaw;Romanowski;14-09-2022;0
Juliusz;Krol;15-09-2022;0
Kazimierz;Szczepanski;15-09-2022;1
Juliusz;Krol;15-09-2022;0
Aleksander;Urbanski;15-09-2022;2
Szymon;Nowakowski;16-09-2022;1,5
Adam;Kaczmarek;16-09-2022;0,5
Juliusz;Krol;16-09-2022;0
Kazimierz;Szczepanski;16-09-2022;0
Juliusz;Krol;17-09-2022;1,5
Przemyslaw;Romanowski;17-09-2022;1
Kazimierz;Szczepanski;17-09-2022;0
Adam;Kaczmarek;17-09-2022;2
Jacek;Romanowski;17-09-2022;2
Adam;Kaczmarek;18-09-2022;1,5
Antoni;Niewiadomski;18-09-2022;3,5
Juliusz;Krol;18-09-2022;1
Jacek;Romanowski;18-09-2022;1
Jacek;Romanowski;18-09-2022;1
Antoni;Niewiadomski;18-09-2022;3,5
Jacek;Romanowski;19-09-2022;0
Kazimierz;Szczepanski;19-09-2022;0
Szymon;Nowakowski;19-09-2022;4,5
Szymon;Nowakowski;19-09-2022;4,5
Aleksander;Urbanski;19-09-2022;5,5
Jacek;Romanowski;20-09-2022;0
Adam;Kaczmarek;20-09-2022;1,5
Juliusz;Krol;20-09-2022;0
Adam;Kaczmarek;20-09-2022;1,5
Jacek;Romanowski;21-09-2022;3
Adam;Kaczmarek;21-09-2022;1
Adam;Kaczmarek;21-09-2022;1
Aleksander;Urbanski;21-09-2022;1
Kazimierz;Szczepanski;22-09-2022;1
Juliusz;Krol;22-09-2022;5,5
Juliusz;Krol;22-09-2022;5,5
Jacek;Romanowski;22-09-2022;1
Jacek;Romanowski;23-09-2022;2
Juliusz;Krol;23-09-2022;2,25
Jacek;Romanowski;23-09-2022;2
Juliusz;Krol;23-09-2022;2,25
Szymon;Nowakowski;23-09-2022;1,5
Aleksander;Urbanski;23-09-2022;1
Antoni;Niewiadomski;24-09-2022;1,5
Przemyslaw;Romanowski;24-09-2022;0,5
Szymon;Nowakowski;24-09-2022;1
Jacek;Romanowski;24-09-2022;2
Kazimierz;Szczepanski;25-09-2022;0
Aleksander;Urbanski;25-09-2022;0,5
Aleksander;Urbanski;25-09-2022;0,5
Szymon;Nowakowski;25-09-2022;0
Aleksander;Urbanski;25-09-2022;0,5
Adam;Kaczmarek;26-09-2022;4
Jacek;Romanowski;26-09-2022;1
Aleksander;Urbanski;26-09-2022;0,5
Kazimierz;Szczepanski;26-09-2022;0,5
Jacek;Romanowski;27-09-2022;0,5
Juliusz;Krol;27-09-2022;4
Antoni;Niewiadomski;27-09-2022;1
Szymon;Nowakowski;27-09-2022;0
Aleksander;Urbanski;27-09-2022;0
Szymon;Nowakowski;28-09-2022;0,5
Antoni;Niewiadomski;28-09-2022;1,25
Kazimierz;Szczepanski;28-09-2022;3,5
Przemyslaw;Romanowski;28-09-2022;0
Kazimierz;Szczepanski;28-09-2022;3,5
Aleksander;Urbanski;28-09-2022;1,5
Przemyslaw;Romanowski;29-09-2022;0,5
Juliusz;Krol;29-09-2022;1
Juliusz;Krol;29-09-2022;1
Jacek;Romanowski;29-09-2022;3
Kazimierz;Szczepanski;30-09-2022;3
Antoni;Niewiadomski;30-09-2022;0
Juliusz;Krol;30-09-2022;2
Kazimierz;Szczepanski;30-09-2022;3
Juliusz;Krol;30-09-2022;2
Aleksander;Urbanski;30-09-2022;1,5
Adam;Kaczmarek;01-10-2022;0,5
Antoni;Niewiadomski;01-10-2022;2
Kazimierz;Szczepanski;01-10-2022;6
Kazimierz;Szczepanski;01-10-2022;6
Szymon;Nowakowski;01-10-2022;0
Kazimierz;Szczepanski;01-10-2022;6
Aleksander;Urbanski;02-10-2022;2
Antoni;Niewiadomski;02-10-2022;2,25
Antoni;Niewiadomski;02-10-2022;2,25
Juliusz;Krol;02-10-2022;1
Adam;Kaczmarek;03-10-2022;0
Aleksander;Urbanski;03-10-2022;2
Antoni;Niewiadomski;03-10-2022;2
Jacek;Romanowski;03-10-2022;3
Jacek;Romanowski;03-10-2022;3
Szymon;Nowakowski;03-10-2022;1,5
Antoni;Niewiadomski;04-10-2022;2,75
Antoni;Niewiadomski;04-10-2022;2,75
Przemyslaw;Romanowski;04-10-2022;2
Kazimierz;Szczepanski;04-10-2022;4,5
Antoni;Niewiadomski;04-10-2022;2,75
Jacek;Romanowski;04-10-2022;0
Przemyslaw;Romanowski;05-10-2022;2
Jacek;Romanowski;05-10-2022;0
Adam;Kaczmarek;05-10-2022;6,5
Aleksander;Urbanski;05-10-2022;0
Adam;Kaczmarek;05-10-2022;6,5
Przemyslaw;Romanowski;06-10-2022;2,75
Kazimierz;Szczepanski;06-10-2022;2,25
Kazimierz;Szczepanski;06-10-2022;2,25
Kazimierz;Szczepanski;06-10-2022;2,25
Jacek;Romanowski;06-10-2022;1,25
Przemyslaw;Romanowski;06-10-2022;2,75
Jacek;Romanowski;07-10-2022;0
Kazimierz;Szczepanski;07-10-2022;2,5
Przemyslaw;Romanowski;07-10-2022;1
Kazimierz;Szczepanski;07-10-2022;2,5
Kazimierz;Szczepanski;07-10-2022;2,5
Adam;Kaczmarek;08-10-2022;1,5
Kazimierz;Szczepanski;08-10-2022;0
Adam;Kaczmarek;08-10-2022;1,5
Aleksander;Urbanski;08-10-2022;3
Przemyslaw;Romanowski;09-10-2022;4
Antoni;Niewiadomski;09-10-2022;0,5
Antoni;Niewiadomski;09-10-2022;0,5
Przemyslaw;Romanowski;09-10-2022;4
Przemyslaw;Romanowski;09-10-2022;4
Szymon;Nowakowski;10-10-2022;0,5
Aleksander;Urbanski;10-10-2022;0
Jacek;Romanowski;10-10-2022;4
Adam;Kaczmarek;10-10-2022;1,5
Jacek;Romanowski;11-10-2022;1
Adam;Kaczmarek;11-10-2022;0
Juliusz;Krol;11-10-2022;0,5
Antoni;Niewiadomski;11-10-2022;1,5
Przemyslaw;Romanowski;12-10-2022;0,75
Adam;Kaczmarek;12-10-2022;2
Adam;Kaczmarek;12-10-2022;2
Antoni;Niewiadomski;12-10-2022;0
Adam;Kaczmarek;12-10-2022;2
Aleksander;Urbanski;12-10-2022;1,5
Aleksander;Urbanski;13-10-2022;1,25
Juliusz;Krol;13-10-2022;4
Przemyslaw;Romanowski;13-10-2022;2
Juliusz;Krol;13-10-2022;4
Szymon;Nowakowski;14-10-2022;0,5
Antoni;Niewiadomski;14-10-2022;1
Szymon;Nowakowski;14-10-2022;0,5
Przemyslaw;Romanowski;14-10-2022;1
Kazimierz;Szczepanski;14-10-2022;4
Juliusz;Krol;14-10-2022;4
Aleksander;Urbanski;15-10-2022;0
Jacek;Romanowski;15-10-2022;1
Szymon;Nowakowski;15-10-2022;1
Juliusz;Krol;15-10-2022;0
Adam;Kaczmarek;15-10-2022;0
Aleksander;Urbanski;16-10-2022;4
Antoni;Niewiadomski;16-10-2022;0,25
Kazimierz;Szczepanski;16-10-2022;2
Kazimierz;Szczepanski;16-10-2022;2
Aleksander;Urbanski;16-10-2022;4
Szymon;Nowakowski;17-10-2022;2
Przemyslaw;Romanowski;17-10-2022;3,25
Antoni;Niewiadomski;17-10-2022;0
Przemyslaw;Romanowski;17-10-2022;3,25
Kazimierz;Szczepanski;17-10-2022;2,5
Adam;Kaczmarek;18-10-2022;1
Kazimierz;Szczepanski;18-10-2022;0
Aleksander;Urbanski;18-10-2022;0
Jacek;Romanowski;18-10-2022;3
Juliusz;Krol;18-10-2022;1
Aleksander;Urbanski;18-10-2022;0
Kazimierz;Szczepanski;19-10-2022;1,5
Jacek;Romanowski;19-10-2022;5
Jacek;Romanowski;19-10-2022;5
Adam;Kaczmarek;19-10-2022;1,5
Aleksander;Urbanski;19-10-2022;1,5
Juliusz;Krol;19-10-2022;1
Juliusz;Krol;20-10-2022;1
Juliusz;Krol;20-10-2022;1
Jacek;Romanowski;20-10-2022;0
Kazimierz;Szczepanski;20-10-2022;1
Przemyslaw;Romanowski;20-10-2022;4
Przemyslaw;Romanowski;20-10-2022;4
Przemyslaw;Romanowski;21-10-2022;0,5
Przemyslaw;Romanowski;21-10-2022;0,5
Kazimierz;Szczepanski;21-10-2022;1,5
Kazimierz;Szczepanski;21-10-2022;1,5
Adam;Kaczmarek;21-10-2022;1,5
Juliusz;Krol;22-10-2022;0,75
Szymon;Nowakowski;22-10-2022;3,5
Aleksander;Urbanski;22-10-2022;2
Szymon;Nowakowski;22-10-2022;3,5
Jacek;Romanowski;23-10-2022;0,5
Szymon;Nowakowski;23-10-2022;1
Adam;Kaczmarek;23-10-2022;4,5
Przemyslaw;Romanowski;23-10-2022;0
Adam;Kaczmarek;23-10-2022;4,5
Jacek;Romanowski;24-10-2022;3,5
Jacek;Romanowski;24-10-2022;3,5
Przemyslaw;Romanowski;24-10-2022;0
Antoni;Niewiadomski;24-10-2022;3
Antoni;Niewiadomski;24-10-2022;3
Jacek;Romanowski;24-10-2022;3,5
Juliusz;Krol;25-10-2022;0
Szymon;Nowakowski;25-10-2022;0,5
Jacek;Romanowski;25-10-2022;0
Antoni;Niewiadomski;25-10-2022;1,5
Juliusz;Krol;26-10-2022;2,25
Aleksander;Urbanski;26-10-2022;2
Przemyslaw;Romanowski;26-10-2022;1,5
Szymon;Nowakowski;26-10-2022;3,25
Antoni;Niewiadomski;26-10-2022;1
Adam;Kaczmarek;27-10-2022;1,5
Szymon;Nowakowski;27-10-2022;5,5
Szymon;Nowakowski;27-10-2022;5,5
Szymon;Nowakowski;27-10-2022;5,5
Przemyslaw;Romanowski;27-10-2022;1
Aleksander;Urbanski;28-10-2022;1
Juliusz;Krol;28-10-2022;1
Aleksander;Urbanski;28-10-2022;1
Antoni;Niewiadomski;28-10-2022;3
Szymon;Nowakowski;28-10-2022;0
Przemyslaw;Romanowski;29-10-2022;3,5
Antoni;Niewiadomski;29-10-2022;5
Aleksander;Urbanski;29-10-2022;3
Antoni;Niewiadomski;29-10-2022;5
Kazimierz;Szczepanski;29-10-2022;1,5
Juliusz;Krol;30-10-2022;2
Kazimierz;Szczepanski;30-10-2022;0
Aleksander;Urbanski;30-10-2022;3
Jacek;Romanowski;30-10-2022;1
Juliusz;Krol;31-10-2022;0
Kazimierz;Szczepanski;31-10-2022;3
Przemyslaw;Romanowski;31-10-2022;1
Kazimierz;Szczepanski;31-10-2022;3
Kazimierz;Szczepanski;31-10-2022;3
Aleksander;Urbanski;31-10-2022;2
Szymon;Nowakowski;01-11-2022;1
Przemyslaw;Romanowski;01-11-2022;3,5
Przemyslaw;Romanowski;01-11-2022;3,5
Przemyslaw;Romanowski;01-11-2022;3,5
Przemyslaw;Romanowski;02-11-2022;0
Adam;Kaczmarek;02-11-2022;2
Szymon;Nowakowski;02-11-2022;0,5
Antoni;Niewiadomski;02-11-2022;1
Szymon;Nowakowski;03-11-2022;2,5
Antoni;Niewiadomski;03-11-2022;2
Kazimierz;Szczepanski;03-11-2022;0
Jacek;Romanowski;03-11-2022;3,5
Szymon;Nowakowski;03-11-2022;2,5
Adam;Kaczmarek;03-11-2022;1
Kazimierz;Szczepanski;04-11-2022;1
Szymon;Nowakowski;04-11-2022;0,5
Kazimierz;Szczepanski;04-11-2022;1
Przemyslaw;Romanowski;04-11-2022;3,5
Jacek;Romanowski;05-11-2022;5
Juliusz;Krol;05-11-2022;1
Przemyslaw;Romanowski;05-11-2022;1,5
Aleksander;Urbanski;05-11-2022;0
Adam;Kaczmarek;05-11-2022;0,5
Jacek;Romanowski;05-11-2022;5
Jacek;Romanowski;06-11-2022;1
Adam;Kaczmarek;06-11-2022;4,5
Adam;Kaczmarek;06-11-2022;4,5
Aleksander;Urbanski;06-11-2022;2,5
Przemyslaw;Romanowski;06-11-2022;2,25
Szymon;Nowakowski;06-11-2022;2
Przemyslaw;Romanowski;07-11-2022;2
Adam;Kaczmarek;07-11-2022;1,25
Szymon;Nowakowski;07-11-2022;0
Juliusz;Krol;07-11-2022;0,25
Antoni;Niewiadomski;08-11-2022;2,25
Jacek;Romanowski;08-11-2022;0
Aleksander;Urbanski;08-11-2022;7,25
Szymon;Nowakowski;08-11-2022;0
Juliusz;Krol;08-11-2022;0
Aleksander;Urbanski;08-11-2022;7,25
Szymon;Nowakowski;09-11-2022;0,5
Antoni;Niewiadomski;09-11-2022;1,5
Kazimierz;Szczepanski;09-11-2022;7
Kazimierz;Szczepanski;09-11-2022;7
Jacek;Romanowski;09-11-2022;2
Aleksander;Urbanski;09-11-2022;1
Antoni;Niewiadomski;10-11-2022;4,5
Antoni;Niewiadomski;10-11-2022;4,5
Kazimierz;Szczepanski;10-11-2022;2,5
Aleksander;Urbanski;10-11-2022;2,5
Szymon;Nowakowski;10-11-2022;0
Aleksander;Urbanski;10-11-2022;2,5
Kazimierz;Szczepanski;11-11-2022;1,5
Szymon;Nowakowski;11-11-2022;1,5
Szymon;Nowakowski;11-11-2022;1,5
Przemyslaw;Romanowski;11-11-2022;4
Kazimierz;Szczepanski;12-11-2022;0,25
Adam;Kaczmarek;12-11-2022;0
Juliusz;Krol;12-11-2022;2
Przemyslaw;Romanowski;12-11-2022;0
Szymon;Nowakowski;12-11-2022;0,5
Kazimierz;Szczepanski;13-11-2022;1,5
Antoni;Niewiadomski;13-11-2022;2
Przemyslaw;Romanowski;13-11-2022;2
Antoni;Niewiadomski;13-11-2022;2
Juliusz;Krol;13-11-2022;0
Kazimierz;Szczepanski;14-11-2022;0
Aleksander;Urbanski;14-11-2022;2,25
Antoni;Niewiadomski;14-11-2022;2,25
Antoni;Niewiadomski;14-11-2022;2,25
Aleksander;Urbanski;14-11-2022;2,25
Przemyslaw;Romanowski;14-11-2022;1,5
Szymon;Nowakowski;15-11-2022;1,75
Przemyslaw;Romanowski;15-11-2022;0
Juliusz;Krol;15-11-2022;0
Kazimierz;Szczepanski;15-11-2022;2,5
Aleksander;Urbanski;15-11-2022;0,25
Adam;Kaczmarek;15-11-2022;0
Adam;Kaczmarek;16-11-2022;0,25
Adam;Kaczmarek;16-11-2022;0,25
Adam;Kaczmarek;16-11-2022;0,25
Antoni;Niewiadomski;16-11-2022;0
Jacek;Romanowski;17-11-2022;1
Szymon;Nowakowski;17-11-2022;2
Aleksander;Urbanski;17-11-2022;1
Przemyslaw;Romanowski;17-11-2022;1,5
Aleksander;Urbanski;18-11-2022;2
Juliusz;Krol;18-11-2022;0,25
Adam;Kaczmarek;18-11-2022;0,5
Adam;Kaczmarek;18-11-2022;0,5
Jacek;Romanowski;18-11-2022;0,25
Aleksander;Urbanski;19-11-2022;3
Szymon;Nowakowski;19-11-2022;1
Szymon;Nowakowski;19-11-2022;1
Antoni;Niewiadomski;19-11-2022;2,5
Jacek;Romanowski;19-11-2022;3,5
Aleksander;Urbanski;19-11-2022;3
Szymon;Nowakowski;20-11-2022;1
Przemyslaw;Romanowski;20-11-2022;4,5
Kazimierz;Szczepanski;20-11-2022;2
Przemyslaw;Romanowski;20-11-2022;4,5
Kazimierz;Szczepanski;21-11-2022;0
Szymon;Nowakowski;21-11-2022;1
Jacek;Romanowski;21-11-2022;4,5
Przemyslaw;Romanowski;21-11-2022;0,5
Jacek;Romanowski;21-11-2022;4,5
Szymon;Nowakowski;22-11-2022;0,5
Szymon;Nowakowski;22-11-2022;0,5
Kazimierz;Szczepanski;22-11-2022;5
Juliusz;Krol;22-11-2022;0,5
Aleksander;Urbanski;23-11-2022;6,5
Adam;Kaczmarek;23-11-2022;3
Aleksander;Urbanski;23-11-2022;6,5
Kazimierz;Szczepanski;23-11-2022;0
Adam;Kaczmarek;23-11-2022;3
Juliusz;Krol;24-11-2022;0
Adam;Kaczmarek;24-11-2022;1
Szymon;Nowakowski;24-11-2022;0
Aleksander;Urbanski;24-11-2022;2
Przemyslaw;Romanowski;24-11-2022;0,5
Aleksander;Urbanski;24-11-2022;2
Przemyslaw;Romanowski;25-11-2022;7
Jacek;Romanowski;25-11-2022;2,5
Adam;Kaczmarek;25-11-2022;1
Przemyslaw;Romanowski;25-11-2022;7
Juliusz;Krol;25-11-2022;2
Szymon;Nowakowski;26-11-2022;4
Kazimierz;Szczepanski;26-11-2022;5
Juliusz;Krol;26-11-2022;2
Kazimierz;Szczepanski;26-11-2022;5
Antoni;Niewiadomski;26-11-2022;1
Adam;Kaczmarek;27-11-2022;0
Jacek;Romanowski;27-11-2022;2
Antoni;Niewiadomski;27-11-2022;1
Kazimierz;Szczepanski;27-11-2022;1,5
Aleksander;Urbanski;27-11-2022;1,25
Aleksander;Urbanski;28-11-2022;0
Adam;Kaczmarek;28-11-2022;0,5
Szymon;Nowakowski;28-11-2022;2
Przemyslaw;Romanowski;28-11-2022;3
Przemyslaw;Romanowski;28-11-2022;3
Szymon;Nowakowski;29-11-2022;4
Kazimierz;Szczepanski;29-11-2022;1
Juliusz;Krol;29-11-2022;0,5
Szymon;Nowakowski;29-11-2022;4
Jacek;Romanowski;29-11-2022;0,75
Aleksander;Urbanski;29-11-2022;0,5
Aleksander;Urbanski;30-11-2022;2,5
Szymon;Nowakowski;30-11-2022;1,5
Juliusz;Krol;30-11-2022;0,5
Przemyslaw;Romanowski;30-11-2022;2
Juliusz;Krol;30-11-2022;0,5
Antoni;Niewiadomski;30-11-2022;1
Adam;Kaczmarek;01-12-2022;0,5
Przemyslaw;Romanowski;01-12-2022;1
Kazimierz;Szczepanski;01-12-2022;2
Antoni;Niewiadomski;01-12-2022;1
Aleksander;Urbanski;01-12-2022;0,5
Szymon;Nowakowski;02-12-2022;2
Szymon;Nowakowski;02-12-2022;2
Kazimierz;Szczepanski;02-12-2022;0,5
Przemyslaw;Romanowski;02-12-2022;1,25
Kazimierz;Szczepanski;02-12-2022;0,5
Antoni;Niewiadomski;02-12-2022;3,5
Przemyslaw;Romanowski;03-12-2022;2
Szymon;Nowakowski;03-12-2022;3
Jacek;Romanowski;03-12-2022;3
Jacek;Romanowski;03-12-2022;3
Kazimierz;Szczepanski;03-12-2022;0
Jacek;Romanowski;04-12-2022;4,5
Szymon;Nowakowski;04-12-2022;0,25
Antoni;Niewiadomski;04-12-2022;4
Jacek;Romanowski;04-12-2022;4,5
Antoni;Niewiadomski;04-12-2022;4
Aleksander;Urbanski;04-12-2022;0
Szymon;Nowakowski;05-12-2022;1,75
Kazimierz;Szczepanski;05-12-2022;0
Antoni;Niewiadomski;05-12-2022;2
Przemyslaw;Romanowski;05-12-2022;0
Aleksander;Urbanski;05-12-2022;0,5
Kazimierz;Szczepanski;05-12-2022;0
Aleksander;Urbanski;06-12-2022;0
Szymon;Nowakowski;06-12-2022;0,5
Antoni;Niewiadomski;06-12-2022;1,75
Antoni;Niewiadomski;06-12-2022;1,75
Adam;Kaczmarek;06-12-2022;0,25
Jacek;Romanowski;07-12-2022;7,5
Jacek;Romanowski;07-12-2022;7,5
Szymon;Nowakowski;07-12-2022;1
Antoni;Niewiadomski;07-12-2022;1
Aleksander;Urbanski;07-12-2022;1
Antoni;Niewiadomski;08-12-2022;0
Adam;Kaczmarek;08-12-2022;3
Juliusz;Krol;08-12-2022;3
Kazimierz;Szczepanski;08-12-2022;3
Antoni;Niewiadomski;08-12-2022;0
Przemyslaw;Romanowski;08-12-2022;2
Antoni;Niewiadomski;09-12-2022;0
Kazimierz;Szczepanski;09-12-2022;2
Aleksander;Urbanski;09-12-2022;0
Przemyslaw;Romanowski;09-12-2022;1
Kazimierz;Szczepanski;09-12-2022;2
Szymon;Nowakowski;10-12-2022;2
Szymon;Nowakowski;10-12-2022;2
Przemyslaw;Romanowski;10-12-2022;0
Adam;Kaczmarek;10-12-2022;2
Kazimierz;Szczepanski;11-12-2022;2,5
Juliusz;Krol;11-12-2022;0
Kazimierz;Szczepanski;11-12-2022;2,5
Szymon;Nowakowski;11-12-2022;1
Kazimierz;Szczepanski;12-12-2022;5
Antoni;Niewiadomski;12-12-2022;0,5
Adam;Kaczmarek;12-12-2022;2,5
Antoni;Niewiadomski;12-12-2022;0,5
Juliusz;Krol;12-12-2022;0
Przemyslaw;Romanowski;12-12-2022;0
Jacek;Romanowski;13-12-2022;1
Kazimierz;Szczepanski;13-12-2022;2
Adam;Kaczmarek;13-12-2022;1
Jacek;Romanowski;13-12-2022;1
Adam;Kaczmarek;13-12-2022;1
Jacek;Romanowski;14-12-2022;2,5
Przemyslaw;Romanowski;14-12-2022;4
Kazimierz;Szczepanski;14-12-2022;2
Przemyslaw;Romanowski;14-12-2022;4
Przemyslaw;Romanowski;14-12-2022;4
Przemyslaw;Romanowski;15-12-2022;0
Adam;Kaczmarek;15-12-2022;2,5
Jacek;Romanowski;15-12-2022;1
Adam;Kaczmarek;15-12-2022;2,5
Antoni;Niewiadomski;15-12-2022;3,5
Przemyslaw;Romanowski;16-12-2022;0,5
Jacek;Romanowski;16-12-2022;0
Juliusz;Krol;16-12-2022;2
Kazimierz;Szczepanski;16-12-2022;4,5
Kazimierz;Szczepanski;16-12-2022;4,5
Przemyslaw;Romanowski;16-12-2022;0,5
Przemyslaw;Romanowski;17-12-2022;3,5
Juliusz;Krol;17-12-2022;1
Juliusz;Krol;17-12-2022;1
Aleksander;Urbanski;17-12-2022;0
Jacek;Romanowski;17-12-2022;0,5
Juliusz;Krol;18-12-2022;1
Kazimierz;Szczepanski;18-12-2022;0
Przemyslaw;Romanowski;18-12-2022;1,5
Przemyslaw;Romanowski;18-12-2022;1,5
Adam;Kaczmarek;19-12-2022;1
Jacek;Romanowski;19-12-2022;3,5
Szymon;Nowakowski;19-12-2022;0
Kazimierz;Szczepanski;19-12-2022;1
Adam;Kaczmarek;19-12-2022;1
Aleksander;Urbanski;19-12-2022;0
Jacek;Romanowski;20-12-2022;0
Przemyslaw;Romanowski;20-12-2022;0
Antoni;Niewiadomski;20-12-2022;1,5
Adam;Kaczmarek;20-12-2022;2
